DISTRICT,DD000A001221R,DD000A001321R,DD000A001S21R,DD000AC01221R,DD000AC01321R,DD000AC01S21R,DD000AM01221R,DD000AM01321R,DD000AM01S21R,DD000AR01221R,DD000AR01321R,DD000AR01S21R,DD000AS01221R,DD000AS01321R,DD000AS01S21R,DD000AW01221R,DD000AW01321R,DD000AW01S21R,DD200A001221R,DD200A001321R,DD200A001S21R,DD200AC01221R,DD200AC01321R,DD200AC01S21R,DD200AM01221R,DD200AM01321R,DD200AM01S21R,DD200AR01221R,DD200AR01321R,DD200AR01S21R,DD200AS01221R,DD200AS01321R,DD200AS01S21R,DD200AW01221R,DD200AW01321R,DD200AW01S21R,DD300A001221R,DD300A001321R,DD300A001S21R,DD300AC01221R,DD300AC01321R,DD300AC01S21R,DD300AM01221R,DD300AM01321R,DD300AM01S21R,DD300AR01221R,DD300AR01321R,DD300AR01S21R,DD300AS01221R,DD300AS01321R,DD300AS01S21R,DD300AW01221R,DD300AW01321R,DD300AW01S21R,DD400A001221R,DD400A001321R,DD400A001S21R,DD400AC01221R,DD400AC01321R,DD400AC01S21R,DD400AM01221R,DD400AM01321R,DD400AM01S21R,DD400AR01221R,DD400AR01321R,DD400AR01S21R,DD400AS01221R,DD400AS01321R,DD400AS01S21R,DD400AW01221R,DD400AW01321R,DD400AW01S21R,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDA00AC01221R,DDA00AC01321R,DDA00AC01S21R,DDA00AM01221R,DDA00AM01321R,DDA00AM01S21R,DDA00AR01221R,DDA00AR01321R,DDA00AR01S21R,DDA00AS01221R,DDA00AS01321R,DDA00AS01S21R,DDA00AW01221R,DDA00AW01321R,DDA00AW01S21R,DDB00A001221R,DDB00A001321R,DDB00A001S21R,DDB00AC01221R,DDB00AC01321R,DDB00AC01S21R,DDB00AM01221R,DDB00AM01321R,DDB00AM01S21R,DDB00AR01221R,DDB00AR01321R,DDB00AR01S21R,DDB00AS01221R,DDB00AS01321R,DDB00AS01S21R,DDB00AW01221R,DDB00AW01321R,DDB00AW01S21R,DDE00A001221R,DDE00A001321R,DDE00A001S21R,DDE00AC01221R,DDE00AC01321R,DDE00AC01S21R,DDE00AM01221R,DDE00AM01321R,DDE00AM01S21R,DDE00AR01221R,DDE00AR01321R,DDE00AR01S21R,DDE00AS01221R,DDE00AS01321R,DDE00AS01S21R,DDE00AW01221R,DDE00AW01321R,DDE00AW01S21R,DDF00A001221R,DDF00A001321R,DDF00A001S21R,DDF00AC01221R,DDF00AC01321R,DDF00AC01S21R,DDF00AM01221R,DDF00AM01321R,DDF00AM01S21R,DDF00AR01221R,DDF00AR01321R,DDF00AR01S21R,DDF00AS01221R,DDF00AS01321R,DDF00AS01S21R,DDF00AW01221R,DDF00AW01321R,DDF00AW01S21R,DDH00A001221R,DDH00A001321R,DDH00A001S21R,DDH00AC01221R,DDH00AC01321R,DDH00AC01S21R,DDH00AM01221R,DDH00AM01321R,DDH00AM01S21R,DDH00AR01221R,DDH00AR01321R,DDH00AR01S21R,DDH00AS01221R,DDH00AS01321R,DDH00AS01S21R,DDH00AW01221R,DDH00AW01321R,DDH00AW01S21R,DDI00A001221R,DDI00A001321R,DDI00A001S21R,DDI00AC01221R,DDI00AC01321R,DDI00AC01S21R,DDI00AM01221R,DDI00AM01321R,DDI00AM01S21R,DDI00AR01221R,DDI00AR01321R,DDI00AR01S21R,DDI00AS01221R,DDI00AS01321R,DDI00AS01S21R,DDI00AW01221R,DDI00AW01321R,DDI00AW01S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDL00AC01221R,DDL00AC01321R,DDL00AC01S21R,DDL00AM01221R,DDL00AM01321R,DDL00AM01S21R,DDL00AR01221R,DDL00AR01321R,DDL00AR01S21R,DDL00AS01221R,DDL00AS01321R,DDL00AS01S21R,DDL00AW01221R,DDL00AW01321R,DDL00AW01S21R,DDM00A001221R,DDM00A001321R,DDM00A001S21R,DDM00AC01221R,DDM00AC01321R,DDM00AC01S21R,DDM00AM01221R,DDM00AM01321R,DDM00AM01S21R,DDM00AR01221R,DDM00AR01321R,DDM00AR01S21R,DDM00AS01221R,DDM00AS01321R,DDM00AS01S21R,DDM00AW01221R,DDM00AW01321R,DDM00AW01S21R,DDR00A001221R,DDR00A001321R,DDR00A001S21R,DDR00AC01221R,DDR00AC01321R,DDR00AC01S21R,DDR00AM01221R,DDR00AM01321R,DDR00AM01S21R,DDR00AR01221R,DDR00AR01321R,DDR00AR01S21R,DDR00AS01221R,DDR00AS01321R,DDR00AS01S21R,DDR00AW01221R,DDR00AW01321R,DDR00AW01S21R,DDS00A001221R,DDS00A001321R,DDS00A001S21R,DDS00AC01221R,DDS00AC01321R,DDS00AC01S21R,DDS00AM01221R,DDS00AM01321R,DDS00AM01S21R,DDS00AR01221R,DDS00AR01321R,DDS00AR01S21R,DDS00AS01221R,DDS00AS01321R,DDS00AS01S21R,DDS00AW01221R,DDS00AW01321R,DDS00AW01S21R,DDW00A001221R,DDW00A001321R,DDW00A001S21R,DDW00AC01221R,DDW00AC01321R,DDW00AC01S21R,DDW00AM01221R,DDW00AM01321R,DDW00AM01S21R,DDW00AR01221R,DDW00AR01321R,DDW00AR01S21R,DDW00AS01221R,DDW00AS01321R,DDW00AS01S21R,DDW00AW01221R,DDW00AW01321R,DDW00AW01S21R,DISTNAME,DNC00A001221R,DNC00A001321R,DNC00A001S21R,DNC00AC01221R,DNC00AC01321R,DNC00AC01S21R,DNC00AM01221R,DNC00AM01321R,DNC00AM01S21R,DNC00AR01221R,DNC00AR01321R,DNC00AR01S21R,DNC00AS01221R,DNC00AS01321R,DNC00AS01S21R,DNC00AW01221R,DNC00AW01321R,DNC00AW01S21R,DNM00A001221R,DNM00A001321R,DNM00A001S21R,DNM00AC01221R,DNM00AC01321R,DNM00AC01S21R,DNM00AM01221R,DNM00AM01321R,DNM00AM01S21R,DNM00AR01221R,DNM00AR01321R,DNM00AR01S21R,DNM00AS01221R,DNM00AS01321R,DNM00AS01S21R,DNM00AW01221R,DNM00AW01321R,DNM00AW01S21R,DNS00A001221R,DNS00A001321R,DNS00A001S21R,DNS00AC01221R,DNS00AC01321R,DNS00AC01S21R,DNS00AM01221R,DNS00AM01321R,DNS00AM01S21R,DNS00AR01221R,DNS00AR01321R,DNS00AR01S21R,DNS00AS01221R,DNS00AS01321R,DNS00AS01S21R,DNS00AW01221R,DNS00AW01321R,DNS00AW01S21R
"'091918",47,16,87,42,0,75,53,24,94,50,20,90,-1,-1,-1,-1,-1,-1,39,17,78,-1,-1,-1,17,0,67,29,14,71,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,19,77,46,14,82,47,21,76,47,18,78,52,32,78,35,10,69,37,0,68,-1,-1,-1,67,0,67,25,0,50,-1,-1,-1,-1,-1,-1,37,15,70,30,10,73,42,16,69,35,14,69,45,23,70,34,11,66,47,15,81,41,4,86,47,19,77,52,16,83,43,20,73,33,15,79,40,18,73,43,14,76,38,23,72,44,18,74,33,11,89,25,13,50,25,5,75,-1,-1,-1,43,0,86,14,14,71,-1,-1,-1,-1,-1,-1,47,18,86,45,0,73,56,25,94,47,21,89,-1,-1,-1,-1,-1,-1,47,22,75,52,23,78,47,23,74,43,19,74,61,43,83,36,7,62,24,5,62,25,0,70,26,8,59,26,5,64,9,3,53,12,4,48,19,7,36,22,11,39,15,3,30,20,8,38,31,15,54,11,0,22,48,20,78,48,14,82,49,22,76,50,18,80,54,34,76,35,10,71,"TOM BEAN ISD",44,17,77,50,12,83,42,18,76,45,15,77,53,32,78,27,6,63,51,24,79,40,17,79,58,27,74,52,24,82,48,29,76,48,19,81,37,13,70,-1,-1,-1,50,10,80,45,18,64,-1,-1,-1,-1,-1,-1
"'092801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,22,82,63,30,96,48,19,86,55,7,70,81,55,94,.,.,.,45,27,82,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,52,24,78,50,38,100,38,25,88,48,9,61,73,45,91,.,.,.,75,29,93,75,42,100,71,43,100,78,9,88,71,53,94,.,.,.,46,14,63,60,40,80,33,17,50,42,5,58,60,20,80,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,17,73,53,20,93,36,7,79,37,5,56,93,57,93,.,.,.,56,20,79,57,22,96,47,18,82,50,8,67,80,52,92,.,.,.,36,0,79,-1,-1,-1,-1,-1,-1,38,0,63,.,.,.,.,.,.,68,27,88,71,29,100,50,21,100,63,9,76,90,67,95,.,.,.,"EAST TEXAS CHARTER SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,22,82,63,30,96,48,19,86,55,7,70,81,55,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'092901",29,10,61,21,0,68,31,16,63,31,13,60,33,0,42,25,3,61,20,3,53,22,0,56,21,0,45,23,6,58,10,10,80,7,0,36,45,18,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,11,63,34,8,67,29,10,61,37,13,65,43,26,71,18,1,50,19,4,48,15,0,58,17,2,44,21,5,47,27,16,61,12,0,35,28,9,59,30,4,64,26,9,57,30,10,60,35,21,67,16,1,47,31,12,65,28,6,65,25,10,61,38,14,68,44,27,71,18,1,52,34,12,67,33,4,73,30,14,66,39,15,68,50,23,75,19,2,57,10,10,50,-1,-1,-1,-1,-1,-1,0,0,20,-1,-1,-1,.,.,.,18,6,51,8,0,60,20,9,57,19,8,48,27,0,36,15,0,46,35,11,62,39,10,69,33,10,61,36,12,61,41,25,71,18,1,49,15,4,45,13,1,49,13,4,44,17,4,45,24,11,50,6,0,31,15,4,34,19,4,38,16,2,34,14,6,32,17,7,41,10,0,24,39,15,68,41,13,69,35,13,67,44,16,71,48,32,72,20,1,53,"GLADEWATER ISD",34,12,65,37,10,67,30,11,62,38,13,67,46,28,74,15,1,49,30,9,60,27,3,68,28,8,59,34,12,60,35,21,64,23,0,53,26,3,61,-1,-1,-1,31,8,77,27,0,67,.,.,.,17,0,17
"'092902",19,5,51,18,5,59,20,7,55,20,5,48,22,8,44,16,2,49,37,17,69,43,15,68,33,19,71,41,16,69,40,20,76,22,9,61,78,43,97,60,20,100,92,50,100,67,42,92,100,40,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,15,67,46,19,77,33,14,66,40,15,66,49,25,76,26,5,54,22,7,51,33,7,67,20,6,50,22,8,47,25,11,71,14,1,35,31,11,61,39,14,71,28,11,60,33,11,59,38,20,70,19,3,49,41,15,70,46,19,78,34,12,67,46,18,72,43,17,74,31,6,62,36,14,65,39,17,72,33,14,65,37,12,62,45,23,71,27,6,59,48,17,64,43,14,86,50,8,58,53,33,67,-1,-1,-1,40,0,60,19,5,51,18,5,59,20,7,55,20,5,48,22,8,44,15,2,49,36,15,64,46,19,76,33,15,65,34,13,60,56,34,78,21,4,47,22,6,55,27,7,64,19,5,52,22,4,52,35,14,66,14,1,48,14,2,23,17,7,34,12,1,23,12,2,18,27,5,41,8,0,12,44,18,73,55,24,83,37,15,71,46,19,73,59,31,81,28,4,55,"KILGORE ISD",39,16,67,46,20,76,35,14,66,40,16,66,52,27,77,27,6,55,34,13,66,45,16,78,28,12,65,38,13,66,37,19,69,21,2,54,22,8,70,10,0,70,21,8,77,24,8,62,-1,-1,-1,25,8,67
"'092903",39,17,71,34,13,69,48,25,78,39,15,70,32,12,64,26,7,59,54,31,81,54,33,80,49,28,82,58,32,82,62,41,76,52,26,78,85,61,94,87,73,97,88,64,98,81,50,91,95,76,100,71,57,86,100,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,48,24,75,47,24,77,50,27,78,49,23,74,50,27,76,38,14,67,39,16,68,39,15,71,38,17,69,40,16,67,40,17,71,34,11,63,42,18,72,40,17,73,44,22,75,42,17,71,41,20,70,33,10,64,50,24,78,45,23,78,50,26,79,53,25,79,47,22,75,43,15,74,45,20,75,42,19,75,50,25,79,46,18,74,45,23,74,33,9,64,47,29,82,-1,-1,-1,-1,-1,-1,33,17,67,-1,-1,-1,-1,-1,-1,31,13,64,24,7,59,42,21,74,30,12,63,17,5,41,19,5,54,47,23,73,50,25,76,50,27,77,45,21,70,52,31,77,34,12,61,32,12,65,26,8,64,39,17,70,31,11,63,32,11,62,22,5,55,36,17,53,31,15,52,43,20,61,34,17,49,32,17,51,31,15,42,71,43,89,74,46,93,73,47,90,71,42,87,71,46,89,58,26,82,"LONGVIEW ISD",49,24,76,48,25,77,51,27,79,49,23,75,50,27,77,39,13,68,46,22,73,45,19,76,46,24,74,47,22,73,49,28,73,34,14,64,36,20,69,14,7,50,44,23,79,34,20,66,-1,-1,-1,60,30,90
"'092904",31,10,63,24,6,63,35,12,72,32,11,59,36,10,63,17,2,48,45,16,73,35,9,80,44,18,76,53,17,73,36,23,64,39,8,57,66,46,85,71,43,86,68,47,84,62,38,77,82,82,100,40,0,100,18,0,47,-1,-1,-1,20,0,20,33,0,67,-1,-1,-1,-1,-1,-1,41,15,70,39,14,71,42,16,74,43,15,69,48,25,74,27,4,59,24,7,54,25,7,56,26,7,56,24,7,53,26,13,58,18,1,46,34,12,65,31,10,65,35,13,68,36,12,63,42,20,69,23,3,54,41,15,72,37,13,71,40,14,72,47,17,73,45,21,74,28,5,62,37,12,69,32,10,69,39,14,74,40,13,66,45,17,73,23,2,54,58,16,100,-1,-1,-1,67,50,100,57,0,100,.,.,.,-1,-1,-1,23,7,57,15,2,55,30,9,69,25,8,53,21,6,50,8,1,37,41,16,69,41,14,71,44,18,74,39,14,65,50,28,74,27,3,56,24,6,55,20,4,58,27,7,61,24,7,50,26,10,59,11,1,38,23,6,42,24,7,46,25,3,49,21,6,37,38,22,57,12,1,27,56,24,83,60,25,85,56,24,85,58,23,82,65,39,86,36,7,72,"PINE TREE ISD",42,16,71,41,14,72,44,17,75,44,16,69,48,27,75,28,3,60,37,13,68,35,13,69,37,14,71,39,14,67,46,19,72,27,5,58,33,7,65,20,0,47,38,4,81,38,13,63,14,14,57,33,0,67
"'092906",33,12,70,33,12,69,36,15,68,34,13,75,33,10,62,23,5,63,51,29,80,50,17,89,47,22,78,57,41,81,57,29,71,43,29,71,57,14,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,22,80,52,22,82,46,20,77,51,23,81,64,40,86,42,12,79,28,7,65,8,0,67,27,3,63,29,9,65,40,20,60,50,13,75,41,16,74,43,17,76,39,14,71,42,16,75,55,33,80,33,5,74,52,24,81,47,18,82,47,23,79,57,27,82,58,33,82,53,17,84,40,17,71,40,18,74,38,17,68,41,16,75,55,32,77,28,5,63,64,36,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,60,13,0,53,23,7,58,21,10,69,21,7,50,18,6,56,48,21,79,56,26,82,45,18,75,46,19,79,68,45,91,31,7,74,23,8,58,28,7,61,20,5,52,20,7,58,43,23,71,17,3,56,26,7,48,30,10,45,19,9,43,25,7,47,36,4,60,32,6,61,54,25,83,58,25,85,50,22,80,55,25,83,67,43,91,46,14,85,"SABINE ISD",52,24,81,56,25,86,48,22,77,54,24,82,63,38,86,46,12,81,43,19,75,43,13,70,39,16,75,44,19,76,66,45,89,31,13,73,47,12,80,20,20,60,50,6,72,55,18,88,-1,-1,-1,27,7,87
"'092907",47,20,75,29,0,63,53,32,82,44,17,71,45,18,82,57,16,78,53,24,84,47,32,95,49,23,81,59,23,82,55,45,91,50,10,80,75,56,88,75,63,88,83,75,96,64,48,80,60,40,80,90,30,90,100,33,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,29,84,57,30,83,57,30,86,61,28,84,61,39,84,53,16,80,36,12,66,42,15,70,31,12,67,40,13,67,41,11,67,30,7,57,45,17,76,41,18,73,43,20,79,47,16,76,49,24,75,44,9,71,59,29,85,53,28,82,56,29,86,65,31,86,51,29,81,58,19,82,49,23,80,40,17,74,50,27,84,53,24,80,48,34,74,48,10,82,50,8,83,-1,-1,-1,67,22,89,50,0,88,-1,-1,-1,-1,-1,-1,38,15,68,27,0,59,46,32,77,34,8,63,33,11,78,40,12,68,58,28,83,61,32,84,57,31,86,56,24,81,70,49,87,47,11,77,31,10,65,31,9,64,29,12,70,32,8,63,32,20,63,31,4,58,24,8,46,21,5,50,25,10,52,28,9,44,19,5,48,12,6,27,66,34,89,67,38,88,64,34,91,68,32,89,68,45,90,58,20,84,"SPRING HILL ISD",60,30,86,58,32,85,58,31,87,64,30,85,59,37,85,57,18,80,55,25,81,56,26,78,55,27,83,55,23,80,66,46,82,45,11,78,69,47,94,43,29,100,89,67,94,68,42,89,-1,-1,-1,-1,-1,-1
"'092908",42,19,83,-1,-1,-1,54,31,85,46,23,77,.,.,.,17,0,100,49,25,83,50,20,100,57,24,84,50,33,79,38,13,88,35,12,82,50,29,93,-1,-1,-1,-1,-1,-1,60,20,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,21,78,46,15,77,52,21,80,53,25,79,53,29,80,29,8,63,18,2,45,11,0,33,10,0,45,29,0,50,-1,-1,-1,0,0,33,39,14,68,33,10,66,41,15,71,40,15,67,56,26,81,20,4,51,52,22,79,45,14,75,53,20,81,58,28,83,45,21,77,39,11,65,48,17,79,52,3,79,51,21,81,48,18,80,59,36,82,12,0,59,64,27,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,29,8,79,-1,-1,-1,44,22,89,33,0,67,.,.,.,-1,-1,-1,48,21,77,47,16,78,52,21,79,50,23,76,60,35,84,21,5,62,27,7,56,19,4,52,21,5,57,30,5,55,49,18,72,6,3,37,20,6,41,23,8,42,21,8,46,18,4,38,33,17,63,8,0,16,51,22,78,47,16,77,53,21,81,55,26,80,51,28,79,32,9,62,"WHITE OAK ISD",54,23,82,50,16,81,55,23,83,58,28,84,57,31,83,30,9,68,38,14,64,35,12,63,42,13,70,40,16,63,32,18,68,26,4,50,53,27,81,43,14,71,60,30,87,60,31,83,-1,-1,-1,17,8,67
"'093901",27,8,57,33,0,67,31,19,59,24,3,50,-1,-1,-1,18,0,64,33,4,74,20,0,60,44,0,78,30,10,80,-1,-1,-1,-1,-1,-1,75,42,100,-1,-1,-1,-1,-1,-1,80,40,100,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,24,82,57,23,83,58,29,84,56,24,81,53,28,84,36,8,82,35,13,54,31,8,46,35,22,48,34,10,55,50,13,63,20,0,80,39,15,69,47,14,69,40,20,71,39,12,67,43,17,72,21,5,69,53,23,82,47,16,76,56,27,83,57,26,82,47,23,81,44,5,88,42,16,71,44,15,70,44,24,71,45,12,71,37,21,63,24,4,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,4,50,0,0,60,25,11,54,14,0,41,-1,-1,-1,10,0,60,56,25,83,66,28,89,60,31,84,55,22,79,59,33,86,30,10,78,21,9,53,21,3,48,25,15,56,16,5,52,30,5,60,21,8,54,26,14,50,33,15,52,29,15,55,17,12,41,33,14,57,28,17,56,60,27,87,63,26,89,63,31,89,61,28,84,57,31,90,40,9,85,"ANDERSON-SHIRO CISD",53,22,82,57,21,83,58,27,85,54,21,80,52,27,83,32,6,78,59,29,83,57,26,83,60,34,81,62,29,83,57,31,86,44,12,91,50,8,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'093903",15,8,31,.,.,.,20,20,40,20,0,20,.,.,.,-1,-1,-1,69,19,85,-1,-1,-1,75,13,88,67,33,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,26,77,54,17,81,51,28,78,56,26,79,61,40,76,44,14,68,14,5,33,-1,-1,-1,0,0,33,14,0,43,-1,-1,-1,-1,-1,-1,35,14,64,42,5,70,30,13,64,34,17,63,50,38,75,35,9,53,60,30,82,60,17,83,59,31,83,64,35,85,63,33,70,47,18,71,44,18,66,50,5,60,42,25,71,43,19,66,40,20,60,44,11,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,8,31,.,.,.,20,20,40,20,0,20,.,.,.,-1,-1,-1,47,22,73,48,18,78,44,25,73,48,18,74,59,46,81,43,13,66,20,5,49,29,6,56,11,2,51,25,4,53,29,21,43,12,3,32,12,7,31,6,6,31,10,2,29,10,5,31,43,43,57,13,7,27,56,28,81,55,22,89,54,30,81,59,29,83,65,44,81,46,16,71,"IOLA ISD",53,26,77,58,18,84,51,29,76,55,26,79,61,41,79,41,15,63,55,23,80,43,17,70,53,22,84,58,26,81,64,36,64,60,13,93,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'093904",25,8,58,30,9,65,29,12,64,25,7,54,16,5,57,11,3,45,40,17,75,60,10,90,38,24,71,33,14,71,-1,-1,-1,-1,-1,-1,50,36,71,-1,-1,-1,-1,-1,-1,60,40,60,.,.,.,-1,-1,-1,50,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,12,63,42,14,71,32,13,65,33,11,61,41,17,70,17,3,48,19,5,46,25,4,54,17,6,46,18,4,44,26,9,53,11,0,37,29,10,60,38,12,68,29,12,61,29,9,57,35,15,67,15,3,45,36,14,68,43,17,73,33,14,67,38,14,69,41,18,71,20,3,55,32,11,64,39,14,72,33,14,66,32,10,61,37,15,72,15,2,48,42,8,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,21,6,54,27,7,64,25,10,61,20,4,49,14,3,54,8,1,38,30,10,58,42,12,69,30,13,63,28,8,53,41,16,69,14,3,41,22,6,53,29,6,62,24,9,57,21,5,50,25,8,59,9,2,37,19,6,37,23,4,43,19,6,43,18,7,32,24,11,45,14,6,20,46,19,73,62,25,82,40,16,74,46,19,73,64,31,81,25,5,54,"NAVASOTA ISD",34,12,64,43,15,71,32,14,66,34,11,61,40,17,71,17,3,49,31,11,60,40,14,71,31,11,59,30,10,59,42,17,68,15,2,43,19,8,53,8,8,33,27,7,67,22,13,56,-1,-1,-1,0,0,25
"'093905",-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,16,65,9,3,40,30,14,64,47,21,72,52,24,67,45,18,73,20,12,36,-1,-1,-1,14,0,14,11,11,44,-1,-1,-1,-1,-1,-1,35,14,61,6,0,31,21,10,57,47,19,68,54,15,77,50,25,67,32,15,68,0,0,29,22,8,65,49,20,80,33,22,56,56,33,100,50,23,68,-1,-1,-1,33,17,67,67,33,100,60,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,40,18,62,17,6,50,36,18,64,46,22,65,67,25,75,38,8,54,16,3,40,0,0,15,0,0,41,32,7,50,29,0,57,20,0,20,7,0,14,-1,-1,-1,0,0,11,9,0,18,-1,-1,-1,-1,-1,-1,38,16,69,7,0,46,31,15,70,51,22,73,50,33,67,44,11,78,"RICHARDS ISD",43,17,67,10,5,45,33,16,62,57,22,78,50,21,71,60,10,70,30,16,62,7,0,33,25,11,67,36,20,64,57,29,57,33,25,75,20,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'094901",14,4,40,12,2,43,15,5,44,15,4,39,13,8,36,12,2,30,42,16,62,45,18,55,44,9,68,40,14,58,57,57,86,36,18,55,50,29,71,-1,-1,-1,57,43,86,44,11,56,-1,-1,-1,-1,-1,-1,20,0,40,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,12,57,34,12,64,26,10,55,33,11,57,43,23,67,18,6,42,22,7,52,25,4,56,15,6,50,25,7,54,38,17,62,14,2,40,23,8,50,24,7,55,19,7,49,26,8,50,35,15,60,14,4,36,32,12,61,31,10,64,27,11,57,39,13,64,38,15,64,22,7,50,26,9,53,27,8,58,22,7,51,28,9,53,37,18,62,14,4,38,25,13,75,-1,-1,-1,20,20,80,20,0,80,-1,-1,-1,-1,-1,-1,10,2,35,5,1,35,11,3,42,12,3,34,7,2,29,8,1,24,29,12,54,37,14,64,25,10,54,28,10,51,49,30,70,14,4,34,16,4,41,14,2,46,13,4,40,18,4,41,29,12,54,6,2,20,16,5,30,15,3,30,16,5,34,16,4,27,23,9,40,11,4,17,47,22,72,57,25,82,40,20,70,49,21,70,64,37,84,28,10,53,"SEGUIN ISD",31,12,57,35,13,64,26,10,55,33,11,58,44,23,68,17,5,41,30,12,56,31,11,62,26,11,57,32,13,56,39,21,63,21,7,42,21,11,46,24,14,57,26,8,58,20,11,46,11,11,11,11,11,11
"'094902",32,11,60,34,14,61,33,13,64,32,8,59,44,24,69,16,3,43,56,25,82,64,31,86,52,25,82,59,22,81,65,38,86,39,11,70,68,34,88,76,52,88,69,38,88,66,26,86,76,50,95,56,13,85,51,16,81,82,9,100,48,16,84,43,18,71,-1,-1,-1,20,0,60,52,23,78,60,31,83,50,23,79,52,20,77,65,43,87,30,6,63,46,18,75,53,20,81,41,16,72,47,15,74,60,42,84,24,3,64,37,15,67,47,21,75,36,14,69,38,12,65,53,32,78,16,3,48,54,24,80,60,29,84,49,21,79,57,23,81,64,41,88,34,7,69,46,20,75,53,26,80,44,19,76,47,16,74,61,38,84,24,5,56,46,26,80,50,38,88,43,13,77,53,36,81,67,44,78,10,0,80,20,6,45,11,1,38,24,8,54,19,5,43,34,21,53,13,2,31,51,23,76,61,32,83,51,24,79,48,17,72,66,46,86,27,5,57,31,8,61,41,11,69,27,7,63,30,5,56,46,23,75,11,1,41,21,6,42,26,8,50,23,6,48,18,5,35,33,14,60,11,2,23,60,29,83,70,39,88,59,29,84,59,25,80,72,51,91,38,8,69,"SCHERTZ-CIBOLO-U CITY ISD",54,25,79,62,33,84,52,24,81,54,21,77,68,46,88,31,7,63,48,21,76,57,27,82,46,21,76,49,19,75,59,37,85,30,6,63,51,22,78,63,24,80,54,24,85,44,20,73,76,38,86,28,8,67
